Year,Region,Industry_Sector,CO2_Emissions_Metric_Tons,Methane_Emissions_Metric_Tons,Nitrous_Oxide_Emissions_Metric_Tons,Total_Energy_Consumption_MWh,Renewable_Energy_Consumption_MWh,Non_Renewable_Energy_Consumption_MWh,Total_Waste_Generated_Tons,Recycling_Rate_Percentage,CO2_Reduction_Target_Achieved_Percentage,Renewable_Energy_Goal_Achieved_Percentage,Waste_Reduction_Target_Achieved_Percentage
2020,Europe,Agriculture,3310821,48195,13221,1071838,282549,597814,37011,69,45,17,16
2001,Africa,Energy,2039070,62864,9489,732002,238401,372820,39948,54,14,11,18
2011,North America,Retail,1916044,46516,19320,491214,198289,768514,12843,89,12,10,33
2008,Europe,Manufacturing,1400506,38964,7587,873445,233494,647216,30365,42,26,37,10
2015,Europe,Construction,2584203,48381,13648,633611,147203,303890,28290,74,23,39,26
2009,South America,Manufacturing,884791,59920,13525,1029558,273229,364816,24650,46,6,32,22
2002,Oceania,Energy,1825393,83586,8751,496156,151912,526793,27520,89,6,34,28
2001,Africa,Manufacturing,2465100,40759,14721,665171,152742,679883,41978,84,11,31,20
2021,South America,Agriculture,1960232,73867,14380,843752,316987,724740,24714,70,13,16,30
2017,South America,Retail,3755705,52592,13546,523676,177652,178260,26021,83,10,29,24
2006,South America,Transportation,1414042,34417,16994,201681,244483,737960,38181,47,24,31,19
2004,Oceania,Manufacturing,1849628,92304,16289,610116,255435,434589,32969,79,5,37,13
2011,Asia,Manufacturing,914167,54255,16484,985895,213870,632858,36026,79,37,38,21
2018,North America,Manufacturing,2908376,78616,18206,700430,174092,406090,21599,92,14,38,10
2006,Oceania,Energy,3012808,40324,18824,579647,183850,248209,13801,49,14,36,33
2018,South America,Agriculture,2200591,27452,20633,657008,198371,357748,42591,43,28,35,27
2016,Europe,Agriculture,1549718,33415,7794,749709,66068,268382,25602,56,45,13,32
2006,Asia,Energy,1961230,75786,9551,888989,368457,556837,30559,50,48,24,12
2020,North America,Manufacturing,2623891,-3671,17010,778137,354597,428791,22479,69,47,19,24
2005,North America,Retail,763336,39281,7205,584362,94718,497102,31182,86,19,20,23
2018,North America,Agriculture,503332,47848,17797,688792,104639,643183,21745,71,6,10,11
2005,Asia,Manufacturing,3530603,48841,13809,865665,237484,735601,31877,76,17,30,19
2014,North America,Energy,289956,41016,22693,733057,235726,681213,20222,51,14,23,26
2011,Asia,Construction,2349749,78830,6219,837488,180065,643754,37590,72,6,28,26
2022,Oceania,Transportation,1175435,22452,14565,699049,139191,536084,36179,57,14,17,29
2008,Africa,Transportation,2651288,40853,10074,868013,159301,293564,35350,81,43,30,34
2002,South America,Retail,2349667,67405,17149,607484,81901,903771,23506,90,37,16,21
2009,Europe,Agriculture,3284438,60446,7626,1130921,215610,193483,16809,78,8,15,22
2003,Oceania,Energy,1467733,26705,7634,570351,244202,619779,28630,46,7,15,30
2004,Asia,Retail,709098,47447,13418,954342,265578,324520,33471,76,34,21,31
2001,Asia,Energy,94657,71966,23965,144032,111101,449811,17887,56,21,11,15
2020,Africa,Agriculture,2172091,57856,12183,650619,177715,346696,25934,94,10,24,17
2020,Asia,Retail,1634109,63199,13210,995021,269922,131299,17989,60,33,35,27
2021,Africa,Manufacturing,1683944,17136,18124,784000,197995,351755,14674,89,36,33,18
2001,Europe,Agriculture,1134941,80138,18660,778761,214718,591523,26172,72,15,30,25
2010,North America,Agriculture,2522935,8269,10731,890614,374107,594954,21610,45,25,27,33
2019,Africa,Energy,1656178,13245,2381,728847,243377,732338,33920,94,21,23,29
2014,North America,Retail,3054180,25657,11078,603496,59460,510126,29931,64,31,22,11
2019,Asia,Transportation,2884727,52295,11906,735795,160076,677156,21902,92,5,32,30
2004,Oceania,Retail,1486959,67557,13720,592005,282875,235749,5262,62,6,16,33
2010,Asia,Transportation,2395570,97981,19708,1111782,217630,625831,13776,88,5,14,21
2022,Africa,Construction,3015874,18932,22999,709166,149906,640883,30272,91,39,32,23
2016,Oceania,Manufacturing,1789293,17192,9326,319983,332580,486434,13861,57,46,15,25
2012,Asia,Agriculture,1257168,61695,7031,916582,159921,486429,12265,64,48,38,18
2013,Europe,Transportation,2099263,74755,22336,613582,408177,371973,19805,85,19,22,22
2018,North America,Transportation,1600910,69146,20605,853842,58844,449759,16659,56,47,14,23
2016,South America,Transportation,2370279,91573,10765,494854,343606,223401,37272,93,45,20,27
2008,Europe,Energy,2090478,58855,10783,747152,164656,521461,20661,85,26,25,34
2022,Asia,Transportation,1039208,70347,1724,560956,80721,155932,30741,93,33,21,15
2020,South America,Manufacturing,195384,49549,10292,1092502,144713,647674,7126,59,41,19,13
2018,South America,Energy,1134745,50562,15198,491788,314867,601223,26510,79,15,11,19
2008,Oceania,Manufacturing,1773697,57520,15124,992245,276108,578450,19497,76,48,25,31
2003,Africa,Retail,1983789,68404,18888,329930,181922,570042,16276,64,10,33,33
2018,North America,Transportation,479054,82264,23575,366943,204396,340481,9142,80,34,27,17
2001,Oceania,Manufacturing,2377456,45836,13800,827982,106232,550170,211,90,18,11,11
2011,North America,Transportation,2610569,22429,18473,506433,264633,298580,20065,64,37,30,31
2001,Europe,Agriculture,1748571,76018,14029,955137,335140,471068,25528,67,30,27,28
2018,Europe,Transportation,1941967,80350,15782,108065,119527,513265,32030,54,21,31,20
2011,Africa,Retail,2648750,53076,6637,791403,196926,822288,21544,50,13,39,30
2018,Europe,Retail,1783529,19841,6293,624163,44798,383998,20911,77,12,31,29
2022,Europe,Agriculture,2181151,52692,12972,791700,159428,502028,28595,45,24,15,23
2016,Africa,Construction,1563244,31291,11835,1176865,204160,598261,5974,73,23,34,15
2012,Europe,Agriculture,3151667,32806,16410,377275,136083,287789,24400,83,45,37,10
2007,Europe,Retail,111985,39179,21577,640778,111160,360497,36560,77,7,10,26
2007,Oceania,Construction,1641116,48147,15238,868565,212556,404035,1970,52,33,25,14
2015,Oceania,Retail,793406,50444,8548,578249,315979,205550,27005,75,46,16,28
2002,North America,Agriculture,1054007,55894,21034,647519,158700,449334,40542,72,27,23,19
2010,North America,Transportation,3138571,31863,12559,770007,245072,398649,29080,43,13,36,16
2015,South America,Retail,1876680,45952,25981,874316,274725,471588,23592,85,21,35,17
2004,South America,Construction,1530459,42543,15182,1132652,150148,356752,22816,40,15,34,16
2000,North America,Energy,2541414,57919,17469,933406,117317,532578,34086,61,14,25,26
2018,South America,Construction,2466634,21763,13655,680665,152080,281533,3599,58,24,34,21
2021,Asia,Retail,1803583,27835,18033,922236,258971,344671,25034,54,39,21,18
2004,Asia,Transportation,2136470,32100,11446,457668,96035,263782,35178,71,34,31,14
2010,Europe,Manufacturing,983555,20800,26533,449659,170817,642876,24959,71,8,10,26
2008,South America,Construction,2555008,45012,12230,1234811,182114,166699,25328,68,37,15,27
2007,Europe,Retail,2890032,34972,23097,555596,180151,774758,26067,81,49,32,30
2005,South America,Energy,1979598,68942,6632,544638,169459,254440,32523,53,7,25,11
2017,Asia,Retail,834955,37245,14866,857370,284718,367443,17974,62,31,26,14
2003,Africa,Manufacturing,2309544,51815,13567,716385,223432,263423,29023,82,7,27,33
2022,South America,Manufacturing,2632513,50599,14562,544882,217860,617564,25713,77,27,16,31
2011,Oceania,Manufacturing,3084362,60240,15379,918198,213016,700282,27270,84,35,13,20
2003,Africa,Energy,-357379,58707,17244,509466,242224,303243,29076,58,22,22,20
2000,Africa,Transportation,1637849,2862,26762,906208,15782,817245,38856,88,8,31,19
2013,North America,Manufacturing,1473789,51649,14323,653465,294251,406524,41031,91,28,11,17
2013,Asia,Transportation,945207,51195,20320,801898,184950,573053,29019,68,22,20,20
2010,Africa,Transportation,2017344,30480,9714,165597,342900,282346,19398,75,40,33,34
2000,Asia,Transportation,1854175,64453,17634,310404,107048,515774,24873,80,36,12,34
2017,North America,Transportation,1870182,67559,18551,602531,74165,604022,32738,44,41,39,30
2001,Oceania,Agriculture,1444307,67300,16775,700168,188079,822195,23671,89,31,34,32
2014,South America,Transportation,2245316,22611,19276,533079,275522,700757,47453,57,42,34,10
2010,Africa,Manufacturing,2591011,108387,20755,574998,214284,720273,13329,69,10,32,17
2000,Europe,Construction,1955721,26957,11466,586435,254238,478527,24456,87,33,35,11
2008,North America,Construction,2221562,34323,13096,628152,158805,642613,28770,42,45,18,18
2019,Asia,Retail,1828507,40015,9661,821876,249467,411440,28467,41,5,20,34
2016,Asia,Construction,860856,40052,10896,574955,318160,371944,34358,76,17,23,27
2003,Europe,Transportation,2110004,41813,16787,245696,236554,550883,10030,69,25,11,32
2018,Oceania,Retail,2634509,68753,21252,461440,194150,359766,30442,53,32,34,11
2001,Africa,Construction,2297926,86235,13998,86898,177285,542849,31815,41,35,10,20
2003,South America,Transportation,3424114,52333,19753,598138,190820,322331,28664,40,29,24,24
2003,Asia,Energy,2169077,72018,12346,784406,191354,485898,39797,94,31,17,25
2010,North America,Agriculture,2338366,40632,12188,1019703,249170,339971,33572,59,36,29,18
2002,Asia,Manufacturing,3203597,25115,19863,709748,164046,608645,18217,55,48,24,27
2021,South America,Manufacturing,2708455,44774,15631,603786,60910,620980,16056,63,43,33,19
2017,Oceania,Retail,2605410,43744,15933,584194,96297,568698,17522,74,14,32,18
2016,Asia,Manufacturing,2504203,33865,11099,1179808,161407,659060,21889,90,29,33,18
2015,Europe,Agriculture,2127469,-11002,12368,1096490,164171,745046,14574,59,20,27,21
2022,Oceania,Construction,3118016,46903,15235,912017,189320,630077,23203,82,11,35,23
2012,Asia,Retail,4432294,55077,16215,518803,225773,501384,15627,61,35,25,27
2015,Oceania,Transportation,2505832,53689,5878,863158,189323,769255,10572,64,37,30,20
2022,Oceania,Transportation,2727287,45537,13347,1121358,89603,344942,17057,67,9,31,16
2019,South America,Energy,2514785,64096,12054,830896,171751,632552,20762,75,5,15,13
2011,Europe,Manufacturing,2577460,33332,10756,770194,266494,215377,27871,70,17,12,26
2020,North America,Construction,1757065,40875,16043,429205,89060,662360,35667,65,12,21,18
2002,Oceania,Energy,84825,55950,10702,341068,244542,370478,22612,68,23,30,24
2012,Asia,Retail,28591,93622,13690,630733,159357,429377,22074,44,15,23,27
2010,Asia,Retail,2626738,7415,8129,874871,106506,779561,44666,43,29,29,21
2020,Oceania,Energy,1459816,77162,13530,678152,185653,527516,18715,49,38,21,21
2008,Asia,Energy,2589665,71693,18580,682957,287801,403964,11896,72,16,10,20
2019,Asia,Manufacturing,1789095,57360,18727,647941,147696,690775,35319,66,8,13,12
2014,South America,Construction,3001228,73342,12026,479189,106690,369596,20690,64,48,27,23
2013,Oceania,Manufacturing,2725936,46924,11664,501935,331736,570662,22103,45,9,36,21
2009,Asia,Energy,2028923,69816,10221,885617,371005,157406,12834,88,42,34,10
2003,North America,Transportation,2660584,58121,18427,809707,146643,565018,31491,53,41,36,30
2020,Asia,Manufacturing,-314237,49409,16604,967452,198323,476945,14710,88,46,38,27
2007,Asia,Retail,2528815,59204,15842,710802,199021,351193,21754,86,47,19,10
2004,Oceania,Energy,3227318,41922,14906,874465,287955,713235,43978,88,20,37,19
2002,Asia,Retail,1364027,60903,10632,887246,207144,613102,13189,61,42,25,31
2007,Asia,Transportation,2121353,32953,15160,391488,221728,522735,3190,43,11,38,11
2020,Asia,Manufacturing,1687624,39069,15936,438084,226683,413357,27296,94,37,21,32
2004,South America,Agriculture,2184657,45128,7959,368453,123746,639055,28748,69,28,10,28
2005,South America,Manufacturing,1984452,40469,15216,496022,249733,383654,26523,91,17,14,18
2011,South America,Agriculture,1549588,39102,14701,350658,270196,485677,40845,88,20,24,33
2009,Asia,Construction,2068460,81947,10026,393290,223692,573292,16008,82,30,15,24
2020,South America,Manufacturing,2230611,35237,30694,406250,173237,909526,18717,85,47,16,21
2019,South America,Energy,2022398,46978,9617,528322,116364,206520,28870,58,24,28,21
2019,Europe,Energy,1604196,73117,20137,370339,216260,580757,34092,87,48,39,14
2016,Europe,Retail,3237799,54809,14997,508076,142808,484450,40820,48,20,34,34
2020,Europe,Construction,1273218,32286,19661,785213,249391,757295,43987,83,15,23,20
2008,Europe,Energy,2048057,66011,10246,442401,196462,595113,51054,53,5,23,20
2004,Asia,Transportation,1976828,72045,7227,405799,239333,349469,9253,44,21,11,10
2015,Africa,Energy,960866,63929,17085,424446,226634,548649,33682,52,27,33,24
2008,North America,Energy,1712832,75879,10004,665712,143942,207183,13163,84,45,34,15
2020,Europe,Construction,3579765,41846,13270,1222808,148864,600135,27688,41,40,32,29
2014,Africa,Construction,2175757,46530,10495,744993,196666,717582,18023,63,23,20,22
2003,Oceania,Energy,1778343,55405,13191,733352,234154,534177,-2098,91,23,18,14
2015,North America,Retail,2420699,16752,15469,877857,137104,530746,25299,92,17,13,14
2011,Africa,Manufacturing,1969704,20572,21938,595615,195714,493473,26611,89,36,28,32
2009,South America,Agriculture,2397973,42534,11400,530838,187947,420166,31014,82,44,31,18
2018,North America,Retail,1008883,46276,5092,1019948,262949,432091,22616,74,42,30,29
2016,North America,Transportation,1697283,18668,6374,589959,250868,197872,16096,43,20,31,15
2014,Oceania,Retail,2106230,44980,12767,59343,331748,444392,19394,51,23,35,17
2008,Europe,Manufacturing,2200199,35155,12537,773379,274257,514823,9624,76,21,11,20
2004,Africa,Agriculture,2407197,75884,14702,722543,171869,180917,34498,72,7,23,18
2020,Africa,Construction,1749569,62375,10949,888687,332505,467237,38653,82,8,12,13
2016,Oceania,Transportation,2032430,37939,15913,358359,96038,638624,27560,63,48,10,34
2007,Oceania,Retail,1332297,69921,5318,371182,268011,364027,32861,67,40,30,31
2018,Oceania,Agriculture,2468536,46962,18708,1044577,190015,575425,12644,66,39,11,24
2020,North America,Agriculture,3702590,32094,13377,768910,123466,279121,29102,61,39,28,28
2020,Asia,Retail,1367780,57129,12433,895474,348594,768872,31925,94,30,27,30
2002,Asia,Retail,1883287,31862,23058,428196,221993,526040,11441,62,38,22,33
2011,North America,Manufacturing,1810425,29997,8285,812669,128147,806671,42608,57,39,10,25
2013,Oceania,Construction,3061911,70451,11598,545441,65324,676918,-4647,94,8,37,25
2020,South America,Manufacturing,1448482,60268,23711,816020,221757,541295,39587,76,26,30,29
2021,North America,Manufacturing,1110699,38594,8853,620671,121085,577434,37673,85,17,39,11
2015,Africa,Construction,1779522,27079,5524,996507,166232,446629,35800,83,37,24,17
2018,Africa,Manufacturing,2174250,92068,10499,901542,193695,478667,29414,87,27,23,23
2015,South America,Energy,3016124,60187,20638,672629,149114,231287,19030,65,31,13,30
2010,South America,Manufacturing,3098601,78559,13589,759758,291002,307191,17717,59,11,27,23
2015,North America,Construction,1583925,70436,5178,621489,213627,514820,13169,89,24,19,11
2018,Asia,Transportation,480076,50405,12634,1175569,237716,418072,16558,88,13,14,28
2008,Asia,Transportation,1039341,53862,15616,294482,124212,549279,32236,75,41,25,24
2003,Asia,Retail,2041346,30470,15939,111386,141249,668329,26449,62,44,33,22
2010,Oceania,Manufacturing,1484109,68957,15518,496484,22344,562525,20723,63,8,11,12
2007,South America,Transportation,2223551,57025,4878,752725,152324,376802,13468,85,18,22,19
2017,Europe,Construction,2720632,36134,12615,468612,251971,284035,24460,48,44,22,33
2010,South America,Retail,2096773,61785,16049,694431,168252,478873,38892,60,43,33,25
2016,South America,Construction,2845471,46636,21384,725497,67147,845328,20709,47,24,21,21
2012,Africa,Manufacturing,1789545,47298,15998,509247,288723,933829,31001,91,27,13,33
2004,Africa,Agriculture,1947850,71648,17899,853752,343205,378946,19015,46,32,11,20
2020,Asia,Manufacturing,2358928,30293,8253,16235,232625,535430,36793,75,5,12,26
2012,South America,Agriculture,4367953,46433,20720,876553,264669,571741,27453,75,35,34,21
2004,Europe,Energy,2033909,26479,10260,738783,168088,546527,31116,46,28,10,16
2014,Oceania,Energy,1903240,58720,14428,975900,122165,715566,22517,78,11,15,33
2016,North America,Agriculture,2410062,35382,14678,1161522,39635,461649,31548,50,5,17,31
2016,Asia,Retail,1797131,77375,9751,391046,273421,403137,36118,80,28,37,29
2006,Oceania,Energy,895966,45649,5628,368041,132120,426264,42241,64,14,19,21
2004,North America,Transportation,2308342,21223,9454,444117,163874,698991,41176,59,5,38,26
2009,Africa,Manufacturing,234703,67904,5014,594120,230238,170840,24223,75,49,14,31
2020,Europe,Agriculture,449572,67498,21422,531527,208467,585767,25932,59,24,26,11
2005,South America,Construction,1804741,46094,13629,717887,83270,723157,33775,85,8,25,25
2006,Asia,Retail,1137139,41440,17867,947905,193449,677603,33732,79,42,33,28
2010,North America,Agriculture,2946203,65509,14646,869653,40208,433917,28049,65,6,28,10
2013,Africa,Manufacturing,707473,66037,9617,976710,180105,786407,21007,74,37,17,11
2005,North America,Manufacturing,1705841,48866,21782,680677,102161,422986,17570,42,49,18,15
2022,Asia,Construction,3684541,80381,20252,1143284,174789,603696,19256,52,12,27,32
2005,South America,Manufacturing,2119890,43108,21170,673043,84582,602409,23701,43,26,11,24
2003,South America,Construction,1108940,82535,17735,1031467,237419,651045,32969,47,36,12,25
2002,Africa,Retail,1609742,72575,16483,464905,178026,487623,2709,77,19,26,22
2006,Asia,Manufacturing,3570046,69855,16640,953045,140964,864163,40963,75,14,31,22
2007,North America,Retail,3164291,81564,13106,603639,274914,732459,28174,91,49,14,27
2019,South America,Energy,1679478,17118,24375,481674,127352,622255,14594,64,29,36,29
